work_id,signal_id,dimension,severity,points,observed_value,threshold,evidence_summary
WS/MP642/2026-2027/197125,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,418 days,> 323 days,Sanction required 418 days from recommendation date (P95 threshold).
WS/MP642/2026-2027/199817,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,98.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"98.0% of sanctioned budget is represented by expenditure transactions (₹291,965.00) while project status remains officially in 'Vendor Identification'."
WS/MP642/2026-2027/199817,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,400 days,> 323 days,Sanction required 400 days from recommendation date (P95 threshold).
WS/MP642/2026-2027/199817,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 98.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP642/2026-2027/199817,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 291965.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹291,965.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP654/2024-2025/151713,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,99.1% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"99.1% of sanctioned budget is represented by expenditure transactions (₹1,486,300.00) while project status remains officially in 'Vendor Identification'."
WS/MP654/2024-2025/151713,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 99.1%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP654/2024-2025/151713,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1486300.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,486,300.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP654/2025-2026/224999,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹1,000,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP654/2025-2026/224999,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP654/2025-2026/224999,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1000000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,000,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP654/2025-2026/245830,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 500000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹500,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP654/2026-2027/273966,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1250000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,250,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18109/2024-2025/150174,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,484 days,> 445 days since last expenditure,No expenditure transactions recorded for 484 days (P90 delay threshold) on an uncompleted project.
WS/MP18109/2025-2026/150117,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹35,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18109/2025-2026/150117,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18109/2025-2026/150117,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 35000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹35,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18109/2025-2026/194278,FIN_DUP_EXPOSURE_MOD,financial_integrity,Moderate,25,11.1%,>= 5% duplicate expenditure ratio,"Potential duplicate disbursements total ₹99,180.00, representing 11.1% of total recorded expenditure (₹892,914.00)."
WS/MP18109/2025-2026/194278,TX_EXACT_DUP_CLUSTER,transaction_pattern,Moderate,30,1 excess copies (2 participating),>= 1 excess duplicate transaction,2 transactions participate in duplicate groups (1 excess redundant copies across 1 clusters).
WS/MP18109/2025-2026/194278,TX_SLICING_HIGH,transaction_pattern,Moderate,20,9,>= 6 transactions,Expenditure is fragmented across 9 separate payment transactions (P95 percentile).
WS/MP18109/2025-2026/194278,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,89.3% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"89.3% of sanctioned budget is represented by expenditure transactions (₹892,914.00) while project status remains officially in 'Vendor Identification'."
WS/MP18109/2025-2026/194278,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 89.3%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18109/2025-2026/194278,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 892914.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹892,914.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18109/2025-2026/244367,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1247500.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,247,500.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18109/2025-2026/258874,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 700000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹700,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP638/2024-2025/152565,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 2125000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹2,125,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP638/2024-2025/152571,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1000000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,000,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP638/2024-2025/152574,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,522 days,> 445 days since last expenditure,No expenditure transactions recorded for 522 days (P90 delay threshold) on an uncompleted project.
WS/MP638/2024-2025/152574,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 600000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹600,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP638/2025-2026/236543,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 400000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹400,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP638/2025-2026/236625,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 90000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹90,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP360/2026-2027/195057,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,435 days,> 323 days,Sanction required 435 days from recommendation date (P95 threshold).
WS/MP360/2026-2027/295381,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1672640.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,672,640.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18375/2025-2026/187775,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹500,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18375/2025-2026/187775,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18375/2025-2026/187775,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 500000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹500,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18375/2025-2026/187701,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18375/2025-2026/187698,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,75.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"75.0% of sanctioned budget is represented by expenditure transactions (₹1,350,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18375/2025-2026/187698,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 75.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18375/2025-2026/187698,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1350000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,350,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18375/2025-2026/187690,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹400,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18375/2025-2026/187690,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,326 days,> 323 days,Sanction required 326 days from recommendation date (P95 threshold).
WS/MP18375/2025-2026/187690,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18375/2025-2026/187690,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 400000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹400,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18375/2026-2027/187747,LIFE_SEVERE_DELAY_SANCTION,lifecycle_execution,Moderate,20,461 days,> 323 days,Sanction required 461 days from recommendation date (P95 threshold).
WS/MP381/2024-2025/153012,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,611 days,> 445 days since last expenditure,No expenditure transactions recorded for 611 days (P90 delay threshold) on an uncompleted project.
WS/MP381/2024-2025/153029,LIFE_SEVERE_DELAY_COMP,lifecycle_execution,Moderate,25,548 days,> 477 days,Completion required 548 days from recommendation date (P95 threshold).
WS/MP18311/2024-2025/149556,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1000000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,000,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18311/2024-2025/161353,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18311/2025-2026/219477,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 100000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹100,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18311/2025-2026/231208,TX_SLICING_HIGH,transaction_pattern,Moderate,20,6,>= 6 transactions,Expenditure is fragmented across 6 separate payment transactions (P95 percentile).
WS/MP18311/2025-2026/231208,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,3,>= 3 vendors,Expenditure is disbursed across 3 distinct contracting entities (P90 percentile).
WS/MP18311/2025-2026/231210,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 300000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹300,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18311/2025-2026/234422,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 165420.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹165,420.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18311/2025-2026/259393,FIN_DUP_EXPOSURE_MOD,financial_integrity,Moderate,25,6.9%,>= 5% duplicate expenditure ratio,"Potential duplicate disbursements total ₹30,528.00, representing 6.9% of total recorded expenditure (₹441,383.00)."
WS/MP18311/2025-2026/259393,TX_EXACT_DUP_CLUSTER,transaction_pattern,Moderate,30,1 excess copies (2 participating),>= 1 excess duplicate transaction,2 transactions participate in duplicate groups (1 excess redundant copies across 1 clusters).
WS/MP18311/2025-2026/259393,TX_SLICING_EXTREME,transaction_pattern,High,35,16,>= 15 transactions,"Expenditure is fragmented across 16 separate payment transactions (top 1% percentile across 1,000 works)."
WS/MP18311/2025-2026/259393,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,5,>= 3 vendors,Expenditure is disbursed across 5 distinct contracting entities (P90 percentile).
WS/MP18311/2025-2026/259393,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,88.3% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"88.3% of sanctioned budget is represented by expenditure transactions (₹441,383.00) while project status remains officially in 'Vendor Identification'."
WS/MP18311/2025-2026/259393,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 88.3%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18311/2025-2026/259393,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 441383.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹441,383.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18311/2025-2026/272270,FIN_DUP_EXPOSURE_HIGH,financial_integrity,High,43,32.5%,>= 30% duplicate expenditure ratio,"Potential duplicate disbursements total ₹118,500.00, representing 32.5% of total recorded expenditure (₹364,558.00)."
WS/MP18311/2025-2026/272270,TX_EXACT_DUP_CLUSTER,transaction_pattern,Moderate,30,3 excess copies (5 participating),>= 1 excess duplicate transaction,5 transactions participate in duplicate groups (3 excess redundant copies across 2 clusters).
WS/MP18311/2025-2026/272270,TX_SLICING_HIGH,transaction_pattern,Moderate,20,9,>= 6 transactions,Expenditure is fragmented across 9 separate payment transactions (P95 percentile).
WS/MP18311/2025-2026/272270,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,4,>= 3 vendors,Expenditure is disbursed across 4 distinct contracting entities (P90 percentile).
WS/MP18311/2025-2026/272270,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 364558.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹364,558.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP716/2024-2025/141305,LIFE_PROLONGED_STAGNATION,lifecycle_execution,Moderate,30,499 days,> 445 days since last expenditure,No expenditure transactions recorded for 499 days (P90 delay threshold) on an uncompleted project.
WS/MP716/2024-2025/141305,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 78000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹78,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP716/2025-2026/203936,TX_SLICING_HIGH,transaction_pattern,Moderate,20,6,>= 6 transactions,Expenditure is fragmented across 6 separate payment transactions (P95 percentile).
WS/MP716/2025-2026/203936,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,6,>= 3 vendors,Expenditure is disbursed across 6 distinct contracting entities (P90 percentile).
WS/MP716/2025-2026/203936,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 200000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹200,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP716/2025-2026/210122,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 135750.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹135,750.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP716/2025-2026/210123,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,76.8% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"76.8% of sanctioned budget is represented by expenditure transactions (₹38,400.00) while project status remains officially in 'Vendor Identification'."
WS/MP716/2025-2026/210123,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 76.8%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP716/2025-2026/210123,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 38400.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹38,400.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP716/2025-2026/210356,FIN_DUP_EXPOSURE_MOD,financial_integrity,Moderate,25,23.0%,>= 5% duplicate expenditure ratio,"Potential duplicate disbursements total ₹114,600.00, representing 23.0% of total recorded expenditure (₹499,000.00)."
WS/MP716/2025-2026/210356,TX_EXACT_DUP_CLUSTER,transaction_pattern,Moderate,30,1 excess copies (2 participating),>= 1 excess duplicate transaction,2 transactions participate in duplicate groups (1 excess redundant copies across 1 clusters).
WS/MP716/2025-2026/210356,TX_SLICING_HIGH,transaction_pattern,Moderate,20,9,>= 6 transactions,Expenditure is fragmented across 9 separate payment transactions (P95 percentile).
WS/MP716/2025-2026/210356,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,3,>= 3 vendors,Expenditure is disbursed across 3 distinct contracting entities (P90 percentile).
WS/MP716/2025-2026/212401,FIN_DUP_EXPOSURE_HIGH,financial_integrity,High,70,64.1%,>= 30% duplicate expenditure ratio,"Potential duplicate disbursements total ₹731,100.00, representing 64.1% of total recorded expenditure (₹1,141,038.00)."
WS/MP716/2025-2026/212401,TX_EXACT_DUP_CLUSTER,transaction_pattern,High,50,11 excess copies (13 participating),>= 10 excess duplicate transactions,13 transactions participate in duplicate groups (11 excess redundant copies across 2 clusters).
WS/MP716/2025-2026/212401,TX_SLICING_EXTREME,transaction_pattern,High,35,17,>= 15 transactions,"Expenditure is fragmented across 17 separate payment transactions (top 1% percentile across 1,000 works)."
WS/MP716/2025-2026/212401,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,3,>= 3 vendors,Expenditure is disbursed across 3 distinct contracting entities (P90 percentile).
WS/MP716/2025-2026/212401,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,76.1% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"76.1% of sanctioned budget is represented by expenditure transactions (₹1,141,038.00) while project status remains officially in 'Vendor Identification'."
WS/MP716/2025-2026/212401,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 76.1%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP716/2025-2026/212401,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1141038.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,141,038.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP716/2025-2026/210098,TX_SLICING_HIGH,transaction_pattern,Moderate,20,7,>= 6 transactions,Expenditure is fragmented across 7 separate payment transactions (P95 percentile).
WS/MP716/2025-2026/210098,TX_VENDOR_SPRAWL_HIGH,transaction_pattern,Moderate,20,5,>= 3 vendors,Expenditure is disbursed across 5 distinct contracting entities (P90 percentile).
WS/MP716/2025-2026/210098,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,93.9% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"93.9% of sanctioned budget is represented by expenditure transactions (₹929,565.00) while project status remains officially in 'Vendor Identification'."
WS/MP716/2025-2026/210098,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 93.9%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP716/2025-2026/210098,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 929565.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹929,565.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP716/2025-2026/268216,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP716/2026-2027/273833,DQ_MISSING_REC_SERIES,data_quality,Low,15,AP Catalog Uncoupling,State-level recommendation series unmapped,Recommended sheet Work_ID series does not map to sanctioned master series in source workbook; recommendation dates unlinked.
WS/MP716/2026-2027/293027,FIN_DUP_EXPOSURE_HIGH,financial_integrity,High,60,49.8%,>= 30% duplicate expenditure ratio,"Potential duplicate disbursements total ₹183,360.00, representing 49.8% of total recorded expenditure (₹367,866.00)."
WS/MP716/2026-2027/293027,TX_EXACT_DUP_CLUSTER,transaction_pattern,High,40,4 excess copies (5 participating),>= 4 excess duplicate transactions,5 transactions participate in duplicate groups (4 excess redundant copies across 1 clusters).
WS/MP716/2026-2027/293027,TX_SLICING_HIGH,transaction_pattern,Moderate,20,7,>= 6 transactions,Expenditure is fragmented across 7 separate payment transactions (P95 percentile).
WS/MP716/2026-2027/293027,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 367866.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹367,866.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18152/2024-2025/140030,LIFE_SEVERE_DELAY_COMP,lifecycle_execution,Moderate,25,513 days,> 477 days,Completion required 513 days from recommendation date (P95 threshold).
WS/MP18152/2024-2025/163195,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 148200.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹148,200.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18152/2025-2026/220386,FIN_DUP_EXPOSURE_HIGH,financial_integrity,High,62,51.6%,>= 30% duplicate expenditure ratio,"Potential duplicate disbursements total ₹516,150.00, representing 51.6% of total recorded expenditure (₹1,000,000.00)."
WS/MP18152/2025-2026/220386,TX_EXACT_DUP_CLUSTER,transaction_pattern,High,50,12 excess copies (15 participating),>= 10 excess duplicate transactions,15 transactions participate in duplicate groups (12 excess redundant copies across 3 clusters).
WS/MP18152/2025-2026/220386,TX_SLICING_EXTREME,transaction_pattern,High,35,20,>= 15 transactions,"Expenditure is fragmented across 20 separate payment transactions (top 1% percentile across 1,000 works)."
WS/MP18152/2025-2026/220386,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹1,000,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18152/2025-2026/220386,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18152/2025-2026/220386,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1000000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,000,000.00 disbursed, but master amount_disbursed is unpopulated."
WS/MP18152/2025-2026/220384,FIN_DUP_EXPOSURE_HIGH,financial_integrity,High,70,63.1%,>= 30% duplicate expenditure ratio,"Potential duplicate disbursements total ₹946,275.00, representing 63.1% of total recorded expenditure (₹1,500,000.00)."
WS/MP18152/2025-2026/220384,TX_EXACT_DUP_CLUSTER,transaction_pattern,High,50,21 excess copies (25 participating),>= 10 excess duplicate transactions,25 transactions participate in duplicate groups (21 excess redundant copies across 4 clusters).
WS/MP18152/2025-2026/220384,TX_SLICING_EXTREME,transaction_pattern,High,35,29,>= 15 transactions,"Expenditure is fragmented across 29 separate payment transactions (top 1% percentile across 1,000 works)."
WS/MP18152/2025-2026/220384,TX_EARLY_STAGE_HIGH_EXP,transaction_pattern,Moderate,30,100.0% spent during 'Vendor Identification',>= 75% expenditure in preliminary status,"100.0% of sanctioned budget is represented by expenditure transactions (₹1,500,000.00) while project status remains officially in 'Vendor Identification'."
WS/MP18152/2025-2026/220384,LIFE_STATUS_DISCONNECT,lifecycle_execution,Moderate,25,"Status: Vendor Identification, Exp: 100.0%",Substantial financial execution prior to execution milestone,Complete or near-complete financial disbursement precedes formal physical execution milestones (Status: 'Vendor Identification').
WS/MP18152/2025-2026/220384,DQ_DISBURSEMENT_RECONCILIATION_GAP,data_quality,Moderate,25,"Disb: None, Exp: 1500000.0",Transaction expenditure without master disbursement OR completed without disbursement OR > 5% mismatch,"Expenditure transactions record ₹1,500,000.00 disbursed, but master amount_disbursed is unpopulated."
